return_id,order_id,return_date,return_reason,return_status,refund_amount,return_shipping_cost,restocking_cost
RET01056,ORD013656,2025-06-29,Changed Mind,Approved,6363.47,155,342.4
RET01057,ORD013678,2025-09-24,Damaged,Approved,22959.71,100,1532.17
RET01058,ORD013687,2025-03-23,Wrong Item,Approved,3205.05,140,0.73
RET01059,ORD013691,2026-01-11,Late Delivery,Approved,1581.33,95,13.8
RET01060,ORD013705,2025-02-01,Damaged,Approved,13286.93,170,717.26
RET01061,ORD013708,2025-07-08,Not as Expected,Approved,11954.67,105,391.52
RET01062,ORD013739,2025-10-25,Wrong Item,Approved,21928.63,60,1700.79
RET01063,ORD013742,2025-05-29,Not as Expected,Approved,3779.92,125,246.81
RET01064,ORD013754,2025-05-21,Not as Expected,Rejected,0,0,0
RET01065,ORD013765,2025-07-08,Changed Mind,Approved,1164.03,170,75.49
RET01066,ORD013784,2025-09-26,Changed Mind,Approved,3351.68,105,139.04
RET01067,ORD013785,2025-11-30,Late Delivery,Approved,10756.47,145,154.39
RET01068,ORD013787,2025-03-04,Not as Expected,Approved,1076.52,75,78.34
RET01069,ORD013816,2025-11-06,Not as Expected,Approved,8244.81,95,622.99
RET01070,ORD013822,2025-12-25,Not as Expected,Approved,2965.99,165,6.13
RET01071,ORD013823,2025-10-11,Changed Mind,Approved,12094.49,55,135.2
RET01072,ORD013826,2025-07-13,Not as Expected,Rejected,0,0,0
RET01073,ORD013829,2025-12-29,Changed Mind,Approved,1381.97,70,69.75
RET01074,ORD013845,2025-10-21,Late Delivery,Approved,421.24,85,30.99
RET01075,ORD013848,2025-10-16,Size/Fit,Approved,3468.26,90,14.44
RET01076,ORD013859,2025-12-22,Changed Mind,Approved,2810.23,90,214.33
RET01077,ORD013865,2025-09-27,Late Delivery,Approved,27793.13,180,453.24
RET01078,ORD013914,2025-02-26,Late Delivery,Approved,23296.4,70,1820.45
RET01079,ORD013915,2025-11-08,Late Delivery,Approved,2550.42,170,117.51
RET01080,ORD013932,2025-08-31,Wrong Item,Approved,20257.38,120,1029.72
RET01081,ORD013980,2025-02-02,Wrong Item,Approved,2267.28,180,39.71
RET01082,ORD013990,2025-10-15,Damaged,Approved,332.25,150,6.64
RET01083,ORD013991,2025-10-15,Changed Mind,Approved,16853.09,125,532.98
RET01084,ORD013997,2025-10-04,Not as Expected,Approved,4488.71,170,70.7
RET01085,ORD014021,2026-01-03,Wrong Item,Approved,15575.31,170,595.06
RET01086,ORD014039,2025-02-06,Not as Expected,Approved,595.3,160,44.2
RET01087,ORD014044,2025-01-15,Not as Expected,Approved,14633.84,50,662.73
RET01088,ORD014071,2025-08-31,Damaged,Approved,8293.81,135,191.41
RET01089,ORD014087,2025-07-11,Changed Mind,Approved,1237.17,95,50.54
RET01090,ORD014089,2025-09-18,Not as Expected,Approved,7497.93,50,243.66
RET01091,ORD014091,2025-06-20,Size/Fit,Approved,11384.04,130,766.58
RET01092,ORD014109,2025-03-28,Size/Fit,Approved,4205.05,115,328.22
RET01093,ORD014111,2025-05-19,Damaged,Approved,278.65,130,3.32
RET01094,ORD014148,2025-09-23,Wrong Item,Approved,1355.24,65,64.51
RET01095,ORD014150,2025-10-10,Not as Expected,Approved,1145.25,60,60.72
RET01096,ORD014184,2025-07-13,Changed Mind,Approved,3715.51,155,125.08
RET01097,ORD014211,2025-06-06,Late Delivery,Approved,2193.56,130,59.8
RET01098,ORD014216,2025-07-24,Changed Mind,Approved,565.94,110,13.24
RET01099,ORD014227,2025-03-31,Changed Mind,Approved,5165.21,50,208.25
RET01100,ORD014238,2025-10-07,Changed Mind,Approved,1881.62,90,112.79
RET01101,ORD014249,2025-04-17,Damaged,Approved,8470.23,125,669.82
RET01102,ORD014264,2025-01-20,Size/Fit,Approved,7344.34,145,200.71
RET01103,ORD014300,2025-04-27,Size/Fit,Approved,12132.98,45,75.67
RET01104,ORD014308,2025-07-30,Damaged,Approved,3788.6,140,143.4
RET01105,ORD014312,2026-01-10,Late Delivery,Approved,10954.46,50,453.67
RET01106,ORD014315,2025-01-31,Not as Expected,Approved,1850.34,75,99.73
RET01107,ORD014324,2025-12-20,Changed Mind,Approved,41844.76,95,2335.96
RET01108,ORD014330,2025-08-14,Wrong Item,Approved,15689.3,80,31.29
RET01109,ORD014338,2025-06-19,Not as Expected,Approved,1949.85,85,134.92
RET01110,ORD014348,2025-08-16,Size/Fit,Approved,2271.51,70,107.65
RET01111,ORD014366,2025-01-15,Damaged,Approved,25651.75,130,1029.8
RET01112,ORD014367,2025-10-19,Late Delivery,Approved,3197.4,175,153.78
RET01113,ORD014374,2025-10-23,Damaged,Approved,44768.32,70,3075.64
RET01114,ORD014406,2026-01-09,Late Delivery,Approved,4601.87,50,285.77
RET01115,ORD014415,2025-07-22,Wrong Item,Approved,5081.08,140,278.9
RET01116,ORD014437,2025-09-21,Damaged,Approved,54298.84,165,1903.79
RET01117,ORD014443,2025-03-03,Not as Expected,Approved,5703.71,175,174.06
RET01118,ORD014451,2025-06-28,Size/Fit,Approved,3479.39,110,272.14
RET01119,ORD014475,2025-09-18,Size/Fit,Approved,4085.12,95,141.66
RET01120,ORD014481,2025-01-25,Damaged,Approved,12577.22,125,516.65
RET01121,ORD014487,2025-06-05,Changed Mind,Approved,5865.69,160,402.73
RET01122,ORD014493,2025-08-22,Damaged,Approved,14728.27,110,10.07
RET01123,ORD014507,2025-10-05,Size/Fit,Approved,5989.8,55,389.28
RET01124,ORD014525,2025-03-27,Size/Fit,Approved,2508.15,130,103.49
RET01125,ORD014527,2025-05-07,Damaged,Approved,7198.74,120,95.47
RET01126,ORD014557,2025-03-02,Not as Expected,Approved,2723.52,55,124.83
RET01127,ORD014589,2025-07-22,Changed Mind,Approved,3613.27,130,168.78
RET01128,ORD014590,2025-02-17,Not as Expected,Approved,1389.01,95,62.08
RET01129,ORD014595,2025-03-26,Changed Mind,Approved,7019.11,95,219.78
RET01130,ORD014596,2025-07-09,Size/Fit,Approved,12922.38,115,889.54
RET01131,ORD014613,2025-06-24,Not as Expected,Approved,2213.42,85,96.86
RET01132,ORD014624,2025-04-13,Damaged,Approved,2018.56,90,13.23
RET01133,ORD014626,2025-07-17,Size/Fit,Approved,2310.6,60,164.56
RET01134,ORD014630,2025-02-04,Wrong Item,Approved,3643.01,130,134.76
RET01135,ORD014640,2025-11-19,Not as Expected,Approved,12611.63,105,361.38
RET01136,ORD014673,2025-09-30,Changed Mind,Approved,1649.01,95,43.15
RET01137,ORD014689,2025-02-16,Changed Mind,Approved,2825.4,150,131.15
RET01138,ORD014751,2025-09-29,Size/Fit,Approved,2876.33,140,81.93
RET01139,ORD014756,2026-01-15,Not as Expected,Approved,3180.13,165,238.41
RET01140,ORD014762,2025-06-30,Not as Expected,Approved,2242.17,100,165.13
RET01141,ORD014778,2025-12-13,Size/Fit,Approved,5115.79,100,77.06
RET01142,ORD014811,2025-11-10,Wrong Item,Approved,1377.62,100,66.41
RET01143,ORD014847,2025-03-27,Size/Fit,Approved,10212.74,45,409.53
RET01144,ORD014857,2025-11-18,Not as Expected,Approved,2255.21,45,2.59
RET01145,ORD014879,2026-01-05,Wrong Item,Approved,771.91,80,13.53
RET01146,ORD014895,2025-03-22,Changed Mind,Approved,8861.54,125,417.21
RET01147,ORD014898,2025-11-12,Damaged,Approved,4747.97,65,255.16
RET01148,ORD014905,2025-10-28,Not as Expected,Approved,5713.8,115,69.3
RET01149,ORD014920,2025-05-18,Not as Expected,Approved,7156.86,155,542.43
RET01150,ORD014927,2025-12-14,Not as Expected,Approved,3471.96,50,191.11
RET01151,ORD014937,2025-02-06,Size/Fit,Approved,1246.09,110,34.42
RET01152,ORD014943,2025-03-14,Size/Fit,Approved,2110.92,155,41.04
RET01153,ORD014953,2025-03-30,Changed Mind,Approved,5654.98,165,196.96
RET01154,ORD014973,2025-12-03,Not as Expected,Approved,63945.74,65,2723.02
RET01155,ORD014994,2025-06-11,Late Delivery,Approved,3583.06,120,111.89
